id,category_no,emoji
1.3885380857854484e+18,1,🙏
1.386376056051962e+18,1,🙏
1.3888334567008543e+18,0,😜
1.386006149988688e+18,0,😡
1.3860042904900936e+18,0,😄
1.3884366661807186e+18,0,😂
1.3888194570032538e+18,0,😑
1.3888869424235438e+18,0,😷
1.3859072163271393e+18,0,😜
1.3859431599312404e+18,0,💖
1.387046568734335e+18,0,😂
1.3859515586560532e+18,1,🙏
1.3864002221761536e+18,1,🙏
1.3842170605954867e+18,1,🙏
1.384086273606906e+18,0,😐
1.3863409614421563e+18,0,😊
1.3864019064576778e+18,1,🙏
1.3885457667219538e+18,1,👍
1.3884364259184108e+18,1,🙏
1.3883890000255795e+18,0,😚
1.3870167756240568e+18,1,🙏
1.3870638076802826e+18,0,😜
1.388785987040342e+18,1,🙏
1.3871121841954202e+18,0,😂
1.389198839475839e+18,1,🙏
1.3859092081686036e+18,0,💖
1.3870853287882957e+18,1,🙏
1.3884779916095365e+18,1,🙏
1.388890411716911e+18,0,🤣
1.387118176996143e+18,5,✨
1.3891898679936696e+18,0,🤔
1.3888911793460142e+18,1,👏
1.386720708714107e+18,0,😜
1.386348220612182e+18,0,😂
1.3870726282051256e+18,1,💏
1.3883963274914245e+18,0,😶
1.386765228436648e+18,1,🙏
1.3859257489138852e+18,1,🙏
1.385921857312858e+18,1,👏
1.3887979498119864e+18,0,😂
1.3884954970531758e+18,0,😜
1.3887969370721034e+18,1,🙏
1.384196689238524e+18,2,🥀
1.386726690995544e+18,2,💐
1.3842104891865498e+18,7,🏻
1.3867632923963105e+18,0,🤣
1.3870566507505992e+18,0,😁
1.3859574971150828e+18,0,😓
1.386027411251159e+18,0,😎
1.386301569826648e+18,1,🙏
1.3888041007294095e+18,0,😃
1.388562492201132e+18,0,😂
1.3889113745505403e+18,1,🙏
1.388511963488002e+18,0,😎
1.388863034559406e+18,1,🙏
1.387091517056057e+18,0,😳
1.3864072835511828e+18,4,🎧
1.386299388146774e+18,1,🙏
1.3867794591774884e+18,0,😠
1.3870631588717076e+18,1,🙏
1.3863238289350697e+18,0,😂
1.3859351767781908e+18,0,😑
1.3884034639989555e+18,0,😭
1.3870432492824207e+18,0,😅
1.389206501462405e+18,0,😊
1.387016926350639e+18,0,😊
1.3887907683246776e+18,0,😅
1.3888130186543964e+18,0,😉
1.388555991914926e+18,0,😂
1.3885472994591826e+18,0,😁
1.388489049606742e+18,0,😨
1.3884838461784105e+18,1,🙏
1.3888480586165862e+18,0,😂
1.384194540085465e+18,9,🌞
1.3871016637484524e+18,0,😠
1.3884134821611684e+18,1,👌
1.3884391525516206e+18,1,🙏
1.3859995351100334e+18,1,🙏
1.3869981088279634e+18,1,🙏
1.3859299682914386e+18,1,🙏
1.3870580458893804e+18,1,🙏
1.3863518766905057e+18,1,🙏
1.3842119081405522e+18,0,😌
1.3840921627284644e+18,1,🙏
1.3892155434969006e+18,7,❤
1.3885123571779052e+18,1,🙏
1.3871342329888315e+18,0,😌
1.3863695446761677e+18,1,🙏
1.3883754405159483e+18,0,😞
1.387096944728699e+18,0,😢
1.3884425418050314e+18,2,💐
1.3888887622104187e+18,1,🙏
1.388870276767576e+18,1,🙏
1.3888785648632668e+18,4,💉
1.3871075160775967e+18,0,😂
1.3859541976070922e+18,1,🙏
1.3863323097463808e+18,0,🤔
1.3889092135234068e+18,2,🍂
1.386715569454342e+18,0,😇
1.3866429389485056e+18,0,😋
1.3870458226347418e+18,1,🙏
1.3888237232733348e+18,1,👈
1.3892404141929308e+18,0,😞
1.3892412465314816e+18,0,🤯
1.3859956095013642e+18,1,🙏
1.385967664036647e+18,0,😁
1.3842176207951258e+18,0,😔
1.385907821850501e+18,1,🙏
1.3884957775178916e+18,7,☑
1.3883933615230198e+18,0,😂
1.3870224720761364e+18,1,🙏
1.3888770959719342e+18,1,🙏
1.3863004870796943e+18,1,🙏
1.388496008120705e+18,0,😝
1.386335241954992e+18,0,😢
1.3867317963315937e+18,1,🙏
1.384199183142318e+18,1,🙏
1.3885435618308628e+18,0,😊
1.3884537820071526e+18,1,🤙
1.384237798589223e+18,7,🏻
1.3892089134850744e+18,0,😔
1.3859167834800333e+18,1,🙏
1.388861792806343e+18,0,😪
1.388434304607277e+18,1,🙏
1.387060774632235e+18,0,😂
1.3859616755561554e+18,0,😡
1.386714508123525e+18,0,😍
1.3884924129100677e+18,0,😒
1.387075162588078e+18,0,😡
1.3860025614008607e+18,1,🙏
1.3862905148743557e+18,1,🙏
1.3884172689047183e+18,1,👏
1.3892101884737823e+18,1,🙏
1.387021680078377e+18,7,❣
1.3869783780082565e+18,1,👏
1.3867135148662088e+18,0,💔
1.3859962884207657e+18,1,🙏
1.3891973257975194e+18,0,😮
1.3867734808724193e+18,1,🙏
1.3842004443905065e+18,0,🙈
1.3884588020898406e+18,0,😖
1.389223948080935e+18,0,😉
1.388916930921177e+18,1,👉
1.3863656351736177e+18,1,👍
1.3892224622739743e+18,0,😭
1.389230864148537e+18,0,😓
1.3842083877940795e+18,0,😄
1.3860387768084357e+18,1,🙏
1.386960837122818e+18,1,🙏
1.3888817992295588e+18,1,👍
1.384208125666816e+18,0,😷
1.3889202576753336e+18,4,🎶
1.388478394438873e+18,1,👍
1.387040226808189e+18,1,🙏
1.3870699318254223e+18,1,🙏
1.3888224555573125e+18,0,😒
1.38707569557094e+18,0,😂
1.3885118242999706e+18,0,😉
1.385877742562861e+18,8,🍌
1.3870670558289183e+18,7,♂
1.3870846641841357e+18,0,😏
1.386960420523577e+18,6,🚩
1.3884770066359583e+18,3,⏬
1.3870638771840164e+18,7,❤
1.3892370196923105e+18,0,😌
1.3867193136719053e+18,2,🌹
1.38408891260006e+18,1,🙏
1.3860348744281047e+18,1,🙏
1.3859549084199444e+18,0,😡
1.38595524338552e+18,0,😁
1.3870768958716723e+18,0,😁
1.388835934276186e+18,0,😍
1.3884700804056517e+18,0,🤥
1.3870647124294042e+18,0,😇
1.387061211338969e+18,0,😂
1.3885367051798075e+18,0,😊
1.3860040848895795e+18,0,😜
1.3859446446686454e+18,0,😋
1.388911984419033e+18,0,😂
1.3867649028538696e+18,1,🙏
1.3863193409459036e+18,0,💯
1.3863035225603727e+18,2,💐
1.386014547291435e+18,1,👏
1.3840918156917105e+18,0,😐
1.3885400228742513e+18,0,🤗
1.3892495705011855e+18,7,🏻
1.3888356126570004e+18,0,💯
1.388841959410729e+18,0,😐
1.3870893846634455e+18,1,🙏
1.3885115886598267e+18,0,😊
1.3859267005050798e+18,1,🙏
1.3888438911477391e+18,1,🙏
1.3884944263395615e+18,8,🥦
1.3884022329036964e+18,0,😊
1.384093260113531e+18,1,👇
1.3859940798638572e+18,1,🙏
1.3859260456945132e+18,1,🙏
1.388467888915239e+18,0,😜
1.3892092428260024e+18,0,😋
1.3892370196923105e+18,0,😶
1.388852996969091e+18,1,🙏
1.3859050470750577e+18,1,🙏
1.38641098419814e+18,2,🌹
1.3884896432727982e+18,0,😬
1.385906832003113e+18,0,😂
1.3884425580663562e+18,1,🙏
1.385998581736239e+18,0,😹
1.38671528065135e+18,0,😢
1.386351556073726e+18,2,💐
1.3859541332539228e+18,0,😊
1.3891910340563108e+18,1,🙏
1.3884503178853458e+18,0,💞
1.3888145005775626e+18,1,🙏
1.389234897961722e+18,0,😁
1.386010347388113e+18,0,😞
1.3871060812817695e+18,6,🚩
1.3842034343210803e+18,1,🙏
1.386783268079489e+18,0,💯
1.3860346256973865e+18,1,🙏
1.384092739176833e+18,0,😂
1.3862971288304722e+18,0,😅
1.3870325775218156e+18,0,😂
1.3863506924496732e+18,1,👇
1.3869756200772977e+18,7,☺
1.3869659620212367e+18,1,🙏
1.3859603047988795e+18,7,❤
1.3892290329993216e+18,0,😁
1.387071580308525e+18,1,🙏
1.388860483747271e+18,1,👍
1.388447625163141e+18,0,😊
1.3862904235728282e+18,0,😢
1.384103096666624e+18,1,💪
1.3860429148584428e+18,1,👏
1.388399218230915e+18,0,😉
1.3864051701630523e+18,1,🙏
1.3863570964348314e+18,0,😡
1.3870083080038031e+18,0,🥰
1.3869652828417188e+18,0,🧐
1.3884378814258545e+18,1,🙏
1.3867184933289e+18,0,😎
1.3883978010719887e+18,1,🙏
1.385914164363686e+18,0,😡
1.3859019129443738e+18,1,🙏
1.3867526087993797e+18,6,🚩
1.388917623916667e+18,0,😘
1.3870874421638963e+18,1,👇
1.3863807405904077e+18,1,🙏
1.3859466411448402e+18,0,😡
1.3871072353150853e+18,0,😡
1.3867144778448325e+18,1,👌
1.3859025047186555e+18,0,😕
1.389226246148526e+18,1,🙏
1.389196946926039e+18,0,😡
1.3870471043553075e+18,0,😉
1.385958170787385e+18,1,🙏
1.3887857129174508e+18,0,😜
1.3860090685322445e+18,0,😂
1.384090945713414e+18,7,❤
1.3869982581787484e+18,0,😂
1.3888412982919455e+18,0,😭
1.386016359889326e+18,7,❤
1.3870520291225477e+18,0,😒
1.3887811007558738e+18,0,🤪
1.3863037001178358e+18,0,😌
1.3883997951490335e+18,0,😤
1.3892422688470671e+18,1,👏
1.3870850370409267e+18,1,👍
1.3888054190411323e+18,2,🌷
1.388506909787902e+18,0,😴
1.3888194420463616e+18,6,🚩
1.3869704421209293e+18,1,🙏
1.3889206605004431e+18,0,🙊
1.3888522759934034e+18,0,😀
1.3888176508898058e+18,1,🙏
1.3885069235326198e+18,0,😂
1.3892460338975908e+18,2,🍁
1.3892178834319237e+18,0,😂
1.3859949467300864e+18,0,😊
1.3871235584390144e+18,1,🙏
1.3892474181353226e+18,0,😞
1.3867383054552023e+18,0,😥
1.3840999956918804e+18,1,🙏
1.3888893274431898e+18,1,👍
1.3888753819317944e+18,1,💪
1.3884506258311496e+18,0,😂
1.388859411586687e+18,0,😂
1.3863783579027784e+18,0,😊
1.3863329917949583e+18,1,🙏
1.3869676045651354e+18,0,😎
1.3885586457350062e+18,0,😀
1.389212562533671e+18,1,🙏
1.3870282741240054e+18,0,😡
1.3888982338505523e+18,7,✌
1.3863390518384026e+18,1,🙏
1.3870909366692127e+18,1,🙏
1.3887906499110052e+18,0,😢
1.3863086605030564e+18,7,❤
1.388856986675028e+18,0,😂
1.3859350495230116e+18,0,😁
1.3870832798791352e+18,2,🌹
1.3859193940358922e+18,0,😡
1.3863807892988436e+18,0,😎
1.3884920794755525e+18,0,😂
1.387056988350161e+18,1,🙏
1.3870860081187594e+18,0,😅
1.3885586457350062e+18,0,😳
1.3871080080988897e+18,0,😂
1.3859187480082268e+18,1,🙏
1.3867375306413425e+18,1,🙏
1.3863866268137185e+18,0,😑
1.389196946926039e+18,0,😰
1.388519435841917e+18,0,😔
1.3884700804056517e+18,0,😁
1.3885838657032888e+18,0,😂
1.3871265544219116e+18,0,😡
1.3859107890353605e+18,7,♥
1.3884677290829455e+18,1,🙏
1.3870440077887693e+18,1,🙏
1.3860076270925537e+18,0,🤓
1.3887837566102118e+18,0,😊
1.3888371974371942e+18,0,😂
1.3884438530955223e+18,2,💐
1.3863295526919414e+18,0,😐
1.388543077925593e+18,1,🙏
1.387088195024679e+18,0,😂
1.388554247134843e+18,0,😎
1.3888981558239642e+18,1,👍
1.3859549367440712e+18,1,🙏
1.3887809756985797e+18,0,🤭
1.38704623031271e+18,1,🙏
1.3863484673672847e+18,2,🌹
1.388461370794922e+18,1,🙏
1.3884499094314394e+18,0,😇
1.388550750716928e+18,1,🙏
1.388887900528468e+18,4,📌
1.388448725241004e+18,0,🤔
1.386327148164653e+18,1,🙏
1.3870473193008374e+18,7,❤
1.385951922759225e+18,1,🙏
1.3883945179176264e+18,1,👨
1.3887969892786135e+18,0,😊
1.3875280774507807e+18,0,😂
1.3860050272993649e+18,1,🙏
1.389202829454332e+18,0,🙈
1.3870445720191017e+18,1,🙏
1.3859640892313068e+18,0,😂
1.3888536633517302e+18,1,🙏
1.3887994836311777e+18,0,😭
1.3892291373116498e+18,7,☝
1.3863747375852175e+18,0,😜
1.3859280306823782e+18,1,🙏
1.388432735115649e+18,1,🙏
1.3889000016616038e+18,3,🆘
1.3892407170426143e+18,0,😍
1.3888829889144668e+18,1,👉
1.385964192868442e+18,1,👍
1.3859649939680215e+18,1,🙏
1.388853988091523e+18,0,😂
1.3888641800657388e+18,0,😂
1.3884944813606625e+18,0,😢
1.3862951009389363e+18,1,🙏
1.3866369931871273e+18,1,👏
1.3884022762811597e+18,2,💐
1.388545334285013e+18,0,😁
1.3869646979418726e+18,1,✊
1.387130023434281e+18,0,😜
1.3859269890649006e+18,1,🙏
1.386362586686378e+18,1,🙏
1.386384582740648e+18,1,🙏
1.3840951013501542e+18,0,😡
1.3871000893242122e+18,0,😴
1.3863380125318103e+18,0,😍
1.387116766300541e+18,1,👍
1.386285332564308e+18,0,😊
1.3859433791549317e+18,1,🙏
1.388877238058193e+18,1,👌
1.3888263295508316e+18,1,🙏
1.3888097308611092e+18,1,🙏
1.388561591516369e+18,1,🙏
1.3891988514252472e+18,1,👸
1.3887900430497423e+18,0,🤠
1.3869623571343196e+18,0,🤭
1.3889058950404792e+18,1,🙏
1.3859207644659343e+18,0,💕
1.3884168259233014e+18,1,🙏
1.385960777236947e+18,0,😔
1.3885526534377718e+18,1,🙏
1.3887809756985797e+18,0,🙄
1.3859119177519268e+18,2,🦇
1.3888699648583311e+18,0,😂
1.3871150766630052e+18,9,🌅
1.3859394863206932e+18,0,😍
1.386778267462488e+18,1,🙏
1.3863742927749407e+18,1,🙏
1.3885006531026657e+18,0,😩
1.3870652109601546e+18,1,🙏
1.3884349493012234e+18,0,😜
1.3840899127359857e+18,0,💞
1.3862962027993743e+18,7,❤
1.386388835035009e+18,1,🙏
1.3888018152699658e+18,1,🙏
1.387097006665978e+18,1,🙏
1.3889029699580396e+18,1,🙏
1.3859722816927375e+18,1,🙏
1.3884535926468813e+18,1,🙏
1.387035162722988e+18,0,😉
1.3884150244529316e+18,1,🙏
1.386301709337514e+18,1,🙏
1.384096408135889e+18,2,🌹
1.388851808810926e+18,0,😪
1.388514719967826e+18,0,😡
1.3859455906394604e+18,0,😏
1.3860683860948746e+18,1,🙏
1.3867495053583688e+18,4,🎤
1.3841945529997765e+18,0,😁
1.3885060037301002e+18,1,🙏
1.3887822709794488e+18,0,😞
1.3842055172459315e+18,7,❤
1.3869632501855314e+18,1,🙏
1.389229448164102e+18,0,💕
1.3870077655377224e+18,5,✨
1.3870922184274985e+18,0,😂
1.384214632110252e+18,0,🤗
1.386013344616706e+18,9,🌠
1.3884839109971886e+18,0,😊
1.3870113485722132e+18,0,🤔
1.3888327814516367e+18,1,🙏
1.3871236816215286e+18,1,🙏
1.3885579979541422e+18,0,😂
1.3885403982141563e+18,0,😌
1.3870994067390218e+18,0,😋
1.387087756682154e+18,0,😂
1.3869748807013376e+18,6,🚩
1.3888776213211013e+18,0,😍
1.3888431785396347e+18,0,😡
1.385998388475335e+18,0,🤣
1.3888302126039777e+18,1,👈
1.3859281552112558e+18,0,🧐
1.3860072028134728e+18,0,😊
1.389196946926039e+18,0,🤬
1.3859299642187653e+18,0,😂
1.3889110777112494e+18,0,🤗
1.3863343238554296e+18,0,😂
1.3884052980842824e+18,1,🙏
1.3884432264119992e+18,0,😊
1.3887921355292877e+18,1,🙏
1.3840874692477952e+18,0,😐
1.386982840059908e+18,1,🙏
1.3859228608168223e+18,3,❓
1.3860019591575183e+18,2,🌹
1.3863433454845706e+18,0,💔
1.3859998764801106e+18,0,😘
1.3863439737243443e+18,0,😢
1.3863981790551777e+18,1,🙏
1.388895820548698e+18,1,👆
1.3884376808415764e+18,1,👍
1.3884167493981512e+18,0,🥶
1.3885574550434245e+18,1,🙏
1.388821888751788e+18,0,😭
1.3870408094557348e+18,1,🙏
1.387084170497708e+18,1,👍
1.3842148070883082e+18,0,😍
1.3862868184596275e+18,0,😋
1.3863262662073672e+18,1,🙏
1.3885152521998582e+18,0,😊
1.388536494546047e+18,6,🚩
1.3859123565557883e+18,0,😂
1.3885001301358715e+18,7,☺
1.3863927351086572e+18,0,😍
1.3863975656801157e+18,1,🙏
1.3859269777443717e+18,2,💐
1.3869602375009116e+18,1,🙏
1.3859492303138734e+18,1,👩
1.3888756035924173e+18,0,🙊
1.3885072857779118e+18,0,😫
1.3867423187204506e+18,0,😌
1.387092219203494e+18,0,😍
1.3883916517442232e+18,1,🙏
1.388500364853334e+18,1,🙏
1.3883768249888154e+18,0,🤗
1.38697659368423e+18,0,😉
1.384203507167687e+18,1,🙏
1.3892350681581036e+18,0,😂
1.3862936455280353e+18,2,🥀
1.3867221864974623e+18,0,💞
1.3884963719723786e+18,0,🤗
1.3883933904174858e+18,0,🤣
1.388787047867904e+18,0,😂
1.388416124446929e+18,0,😪
1.3883757221382963e+18,1,🙏
1.389238126057431e+18,1,🙏
1.3892408674755256e+18,1,✋
1.3863658950317548e+18,1,👏
1.3870960376056013e+18,0,😂
1.3885117049133097e+18,0,😉
1.3889083105485455e+18,0,😊
1.388553656362967e+18,6,🚩
1.3867380104655872e+18,0,😂
1.3860327535613993e+18,0,😁
1.3883739702530908e+18,0,😢
1.3867670737542922e+18,1,🙏
1.3869806876227297e+18,6,🚩
1.3891937465672376e+18,0,😁
1.3884364851084206e+18,1,🙏
1.3892343263032402e+18,1,🙏
1.3869618107843625e+18,0,😡
1.3888749081894748e+18,0,😁
1.3883994615551795e+18,1,🙏
1.3842242403547955e+18,0,😢
1.3892253857121772e+18,1,🙏
1.3870444213093294e+18,0,💚
1.3870030763687365e+18,1,👌
1.388549364860154e+18,1,🙏
1.3883795727484436e+18,0,😴
1.3859168411265556e+18,1,🙏
1.388819017377337e+18,5,🎯
1.3860037276019917e+18,0,😂
1.384205408902914e+18,0,😎
1.3888954378395034e+18,0,😂
1.387084859219202e+18,0,😁
1.389192513685115e+18,0,😁
1.389241178235695e+18,1,👇
1.386001282003968e+18,1,🙏
1.3867447078924493e+18,1,🙏
1.386337148157055e+18,1,💪
1.3860124714758597e+18,1,🙏
1.3889163438360863e+18,1,🙏
1.3884786601647882e+18,0,💯
1.3863658441926e+18,1,🙏
1.3860138922964132e+18,0,😂
1.388847462580818e+18,1,🙏
1.386975010460373e+18,1,🙏
1.388389532085588e+18,0,🤨
1.388497967745753e+18,0,😠
1.3888223919215493e+18,1,🙏
1.3859109261639434e+18,0,😜
1.3858771207573545e+18,1,🙏
1.3870665454827848e+18,1,🙏
1.384093693477462e+18,0,😂
1.3871122042064364e+18,0,😌
1.3888237781808742e+18,1,🙌
1.3867460278189015e+18,0,💔
1.3888798077236265e+18,1,👋
1.3863790749399368e+18,5,✨
1.3863208255155814e+18,0,😭
1.3884398540447826e+18,7,❤
1.386005781460308e+18,1,🙏
1.3860370547615744e+18,2,💐
1.3892206653460398e+18,0,😎
1.3859428352962314e+18,1,🙏
1.3884070592096133e+18,0,😉
1.3888686726309192e+18,0,😂
1.3884524294531604e+18,0,😏
1.3888003804614085e+18,0,😁
1.3888939385099633e+18,0,😜
1.3884377369026929e+18,0,😊
1.388513314880168e+18,0,😐
1.3870621542606193e+18,1,🙏
1.385922483186901e+18,7,🕉
1.388375239919235e+18,0,😷
1.3884598755507323e+18,0,😉
1.3863874519885169e+18,0,😉
1.3883876751455232e+18,0,😪
1.3885569932798935e+18,0,😂
1.3889049949764076e+18,1,🙏
1.388402424927322e+18,0,😭
1.3884800100176732e+18,1,🙏
1.3888006976305644e+18,1,🙏
1.3862903222131958e+18,1,🙏
1.3884415371224965e+18,0,😭
1.3892441548199322e+18,0,😂
1.3860244276917248e+18,1,🙏
1.3870065858351675e+18,0,😔
1.3860015657654395e+18,0,😡
1.3884397442590188e+18,1,🙏
1.3869853656726446e+18,6,🚩
1.3863977834736148e+18,0,😁
1.3863397366172508e+18,0,😌
1.3869616191633572e+18,1,🙏
1.38635148646502e+18,0,🙈
1.38878596611081e+18,0,😂
1.388879555864105e+18,0,😊
1.387098415624966e+18,0,😜
1.3892495083289682e+18,0,😉
1.389203536391508e+18,0,😁
1.3864170839619297e+18,0,😕
1.3884898933036524e+18,0,😅
1.3866388975227658e+18,7,‼
1.3883890000255795e+18,0,🥶
1.3889209149940982e+18,0,😂
1.384201518312661e+18,0,😔
1.3863490460931604e+18,0,😭
1.3887929670878126e+18,1,🙏
1.3887880222258176e+18,1,👍
1.386301804812677e+18,0,😐
1.3859220868796498e+18,3,❌
1.3859213793718682e+18,0,😪
1.388558349692666e+18,0,😢
1.388832552962691e+18,0,😂
1.3859999679620792e+18,1,👇
1.3870572164028252e+18,0,😂
1.3863633331215647e+18,1,🙌
1.3892508030812529e+18,0,💯
1.3891903839182152e+18,5,✨
1.3888128395032084e+18,0,😂
1.3884017238745743e+18,0,🧐
1.388815189898711e+18,0,😂
1.38635583973734e+18,7,❤
1.3842147527091569e+18,0,😂
1.3892143950502584e+18,0,😂
1.3863171340792955e+18,0,😕
1.3889133510952468e+18,0,🤣
1.3884801576697528e+18,0,😂
1.3859331165948232e+18,0,😅
1.3859706071965e+18,0,😂
1.388881058267992e+18,6,🚩
1.388883604667728e+18,0,😅
1.3888346379803935e+18,0,😊
1.3859321428200284e+18,0,😂
1.3842122926617723e+18,7,❤
1.3863342076228485e+18,1,🙏
1.3884141353863373e+18,0,😔
1.3867727366896435e+18,2,💐
1.3859511211690312e+18,0,😷
1.388851656222077e+18,1,🙏
1.3870469599454495e+18,0,😊
1.3859441180822282e+18,2,💐
1.3859543554345574e+18,0,🤣
1.3888143150843412e+18,1,🙏
1.389220950747591e+18,0,😭
1.384095183449387e+18,1,🙏
1.3858996542068244e+18,8,🍫
1.3887868586796728e+18,0,😜
1.3859177878774292e+18,1,🙏
1.3867188970642022e+18,7,❣
1.3870786007178363e+18,0,😜
1.3884841905265336e+18,0,😂
1.3891899459028337e+18,0,😡
1.3859012541114696e+18,2,🥀
1.384216560852562e+18,0,😢
1.3863590957587866e+18,5,✨
1.3888644348739256e+18,1,🙏
1.385939230715642e+18,1,🙏
1.3841999234956984e+18,1,🙅
1.3867721569529403e+18,1,🙏
1.388879309562028e+18,1,🙏
1.388781113020076e+18,3,🆔
1.3884045492751647e+18,1,🙏
1.3842354300574474e+18,0,🧐
1.3885749246551286e+18,0,😌
1.387086120542896e+18,0,😎
1.3869828504784978e+18,1,🙏
1.3885038792942223e+18,0,😡
1.385933889529553e+18,1,🙏
1.3867506039766098e+18,1,🙏
1.3859168134022715e+18,1,🙏
1.386355451650986e+18,0,😳
1.3871284130859663e+18,0,🤔
1.3863287172747387e+18,0,😔
1.3884505992602214e+18,0,😎
1.3841976714395853e+18,0,🙈
1.3859127781252342e+18,8,🎂
1.3867221287544627e+18,7,🗨
1.3892325230335468e+18,1,🙆
1.3867497238983885e+18,7,❤
1.385932126265041e+18,1,🙏
1.384224357539455e+18,3,🔴
1.3888033562698424e+18,0,😔
1.3859208894436024e+18,0,😂
1.3884318500669563e+18,3,🔃
1.3871236990530724e+18,0,😞
1.3842187747739812e+18,1,👍
1.3863148261551268e+18,1,🙏
1.3892510487374277e+18,1,🙏
1.3859636719735562e+18,0,😌
1.3888511793675264e+18,1,🙏
1.3888040901346345e+18,0,😉
1.3871054299650048e+18,1,🙏
1.385973583218811e+18,1,👉
1.389246071973433e+18,1,🙏
1.38891105078374e+18,0,😑
1.386014738455302e+18,0,😂
1.3859044742925558e+18,1,🙏
1.3885017003994194e+18,1,👍
1.386306815432876e+18,1,🙏
1.386032588666536e+18,0,😁
1.3888849097463644e+18,0,😒
1.386770479436886e+18,0,😓
1.3883766340639498e+18,0,😘
1.3859383372575867e+18,1,🙏
1.385940262539514e+18,0,😊
1.3885089317904955e+18,1,🙏
1.3860100487116964e+18,1,🙏
1.386799646412972e+18,1,🙏
1.3866402558984602e+18,3,🔃
1.3860148398274068e+18,3,🔄
1.3867446010006364e+18,0,😭
1.3842089834985185e+18,0,😂
1.38921007605384e+18,0,😂
1.388893510682792e+18,7,🏻
1.3869709775364096e+18,0,🙈
1.388379989616173e+18,0,😂
1.386022621523837e+18,0,😂
1.388460738566447e+18,1,🙏
1.3870266410591478e+18,0,😊
1.3870664724348682e+18,1,🙏
1.3862914882297078e+18,1,🙏
1.386322140782383e+18,1,👉
1.3884528212179354e+18,0,🙄
1.3869630749308068e+18,0,💙
1.3892045197335347e+18,0,😥
1.3863038488730214e+18,1,👉
1.3870799147303158e+18,0,😌
1.387040464960856e+18,0,💙
1.3859010309619958e+18,7,🌤
1.3885572219701535e+18,1,🙏
1.3884563512615444e+18,1,🙏
1.3870831539661783e+18,1,🙏
1.3867367103739412e+18,7,‼
1.386974215190958e+18,1,🙏
1.3860168537643704e+18,0,💕
1.3863352353992417e+18,7,🏻
1.3859873827895173e+18,0,😳
1.3888705872635535e+18,0,🤣
1.3887869977502433e+18,0,😊
1.3871079385027994e+18,0,😜
1.3867257344130703e+18,0,😴
1.385953152503935e+18,0,😜
1.3867161075290808e+18,0,😷
1.3883819986374085e+18,1,👌
1.3892525882944594e+18,0,😢
1.3888341389129196e+18,1,👍
1.387095026052653e+18,1,🙏
1.3863928451002327e+18,1,👌
1.3884639769717924e+18,1,🙏
1.3863218156523684e+18,1,👉
1.3860221437715702e+18,1,👍
1.3885385246143324e+18,0,😒
1.3887874147606733e+18,0,😡
1.3859384036324434e+18,1,👇
1.389189440510169e+18,1,🙏
1.3887866964649165e+18,9,🌟
1.3863405020274565e+18,0,😐
1.3867142298524262e+18,1,👍
1.3859347474324152e+18,1,🙏
1.388433672253055e+18,1,🙏
1.388396122742268e+18,7,▶
1.385957404521603e+18,1,👌
1.3888411190525665e+18,0,😂
1.3870741687603896e+18,1,🙏
1.3884047125174725e+18,0,😂
1.3863255038129316e+18,1,🙏
1.3860120842787512e+18,0,🙄
1.386961685982761e+18,1,🙏
1.3860071355620805e+18,0,😂
1.3870894535046636e+18,1,🙏
1.3884194205407027e+18,1,🙏
1.388437233816916e+18,1,🖕
1.3870435259177656e+18,0,😢
1.3859367014622495e+18,0,😎
1.3883920267946967e+18,1,🙏
1.3859932515476152e+18,1,👉
1.385906008510255e+18,0,😂
1.3888015900735898e+18,1,🙏
1.3884921442272297e+18,0,😊
1.387116482539135e+18,0,😂
1.3860052075076037e+18,0,😁
1.3888663310894612e+18,1,💪
1.3887896486929572e+18,0,😨
1.3870037216582085e+18,1,👍
1.3860148398274068e+18,0,💖
1.3892387453337846e+18,0,😡
1.3870602700240855e+18,6,🚩
1.3892298192762716e+18,7,✌
1.386353657646502e+18,1,🙏
1.3859629816583004e+18,0,🤔
1.3884836717876677e+18,0,🙄
1.388507672853447e+18,0,😜
1.385877848565588e+18,1,🙏
1.3888635979634074e+18,0,😂
1.386016754162233e+18,0,😂
1.3870874015756083e+18,0,😊
1.3863584914014413e+18,0,🙊
1.3860552833576182e+18,1,🙏
1.387102203018576e+18,0,😁
1.3840869559529882e+18,2,🌿
1.3892103381894715e+18,0,😢
1.3860364028826788e+18,0,😊
1.3885553234141716e+18,0,😔
1.388556173595476e+18,1,🙏
1.3863867161356247e+18,1,🙏
1.387020135362302e+18,0,💕
1.3884934219883028e+18,0,😩
1.3870856891293655e+18,0,😍
1.3883969034322903e+18,1,🙏
1.3885075186624512e+18,1,🙏
1.3870554649411994e+18,1,👍
1.3859047877708104e+18,1,🙏
1.388832121926599e+18,0,🤔
1.3885577026541363e+18,1,🙏
1.3884051239745004e+18,1,👉
1.3884420717284923e+18,1,🙏
1.386798245179847e+18,1,🙏
1.3867160395645665e+18,0,😘
1.3888695127374277e+18,0,😓
1.3863700973930086e+18,0,😭
1.384194764585595e+18,0,😊
1.3885385246143324e+18,0,😑
1.3870836013600315e+18,1,🙏
1.3885657905305395e+18,0,😞
1.384085704028803e+18,1,🙏
1.3859077978758597e+18,7,♀
1.388456031693394e+18,0,😂
1.3891912707031327e+18,0,🤔
1.3883985460433756e+18,0,😰
1.3870040156957327e+18,0,😂
